account_id,customer_id,account_type,balance
2059,627,Savings,272259.57
2060,118,Current,272720.86
2061,1524,Current,270253.55
2062,390,Current,208682.01
2063,2613,Current,174011.71
2064,4184,Current,257286.12
2065,3086,Savings,177466.06
2066,2672,Current,40872.53
2067,236,Savings,314610.9
2068,4514,Savings,169955.68
2069,623,Savings,457520.23
2070,4287,Current,216962.85
2071,340,Current,417256.37
2072,2233,Current,295076.65
2073,4963,Current,88625.96
2074,4109,Savings,496774.3
2075,4364,Current,225054.76
2076,295,Current,77903.6
2077,1987,Savings,335254.57
2078,1373,Current,46494.25
2079,1373,Savings,373150.28
2080,138,Savings,433862.92
2081,3127,Current,490101.22
2082,1039,Current,464804.25
2083,3937,Current,68955.83
2084,4437,Current,93890.15
2085,1180,Current,369651.72
2086,239,Savings,75622.07
2087,4144,Current,224969.07
2088,1856,Current,219378.13
2089,656,Savings,203943.25
2090,4399,Savings,412115.63
2091,2179,Current,406819.65
2092,3017,Current,122116.22
2093,3484,Savings,97246.03
2094,1058,Current,250353.18
2095,300,Savings,128090.08
2096,1745,Current,265839.53
2097,4785,Current,109943.68
2098,1031,Current,111092.55
2099,1037,Savings,275824.68
2100,3672,Savings,156774.06
2101,1338,Current,21837.65
2102,1249,Current,171749.3
2103,2379,Current,261082.57
2104,1827,Current,446294.16
2105,3754,Savings,147292.67
2106,852,Current,238861.38
2107,4571,Savings,180482.87
2108,4783,Current,319178.27
2109,2339,Current,434853.07
2110,3771,Savings,264294.07
2111,2813,Current,304752.35
2112,2434,Current,257934.73
2113,2168,Current,250231.06
2114,1870,Savings,94518.75
2115,1461,Savings,482456.53
2116,1336,Current,272637.15
2117,2706,Current,267794.86
2118,3586,Savings,6273.16
2119,3468,Savings,120336.81
2120,2145,Current,291759.19
2121,4857,Current,479484.62
2122,3455,Current,16855.1
2123,3380,Savings,318453.84
2124,4872,Current,103958.16
2125,698,Savings,472083.28
2126,387,Savings,429867.86
2127,2007,Savings,347210.73
2128,1977,Current,46467.59
2129,3080,Savings,272606.57
2130,2030,Current,212724.88
2131,437,Current,445655.17
2132,4491,Savings,20057.27
2133,139,Savings,183621.68
2134,1790,Savings,229060.11
2135,1620,Current,202446.39
2136,174,Savings,318308.09
2137,3686,Current,83684.69
2138,3775,Savings,498994.25
2139,3121,Current,304468.32
2140,3016,Current,348721.96
2141,4763,Current,177373.16
2142,4053,Current,284604.64
2143,4670,Current,488155.03
2144,209,Current,162780.86
2145,1967,Current,67867.87
2146,680,Current,58251.73
2147,4211,Current,437790.52
2148,2345,Savings,280016.24
2149,2827,Savings,345149.72
2150,1074,Current,72562.68
2151,506,Current,447215.82
2152,4339,Savings,387646.18
2153,609,Current,325405.56
2154,789,Savings,305518.94
2155,1516,Savings,150385.34
2156,3066,Current,148402.71
2157,2424,Current,75319.95
2158,1676,Savings,394956.5
2159,1111,Current,315706.85
2160,2147,Current,102038.11
2161,4202,Savings,150792.57
2162,465,Savings,411444.61
2163,2969,Savings,86979.13
2164,751,Savings,369175.51
2165,2331,Current,5793.86
2166,1417,Savings,499335.5
2167,3576,Savings,145491.2
2168,181,Current,46036.84
2169,726,Savings,181487.01
2170,1350,Current,239619.41
2171,2597,Savings,353993.62
2172,2313,Current,304283.29
2173,2072,Savings,69011.44
2174,1939,Savings,163133.83
2175,3332,Savings,44085.6
2176,4869,Savings,477451.1
2177,933,Savings,400158.19
2178,1911,Current,400721.29
2179,3006,Current,35260.02
2180,1756,Current,346260.36
2181,3783,Current,273885.5
2182,715,Savings,247290.84
2183,2379,Savings,58871.29
2184,955,Savings,13934.04
2185,1356,Savings,441542.72
2186,1670,Savings,496972.08
2187,324,Savings,145709.58
2188,2502,Savings,82217.82
2189,4307,Savings,278472.94
2190,4328,Savings,289619.45
2191,3377,Current,404975.18
2192,1293,Savings,59391.59
2193,4689,Savings,338374.09
2194,4835,Savings,257055.34
2195,575,Savings,96904.44
2196,3216,Savings,47955.99
2197,1242,Savings,380427.29
2198,3267,Current,27863.43
2199,2461,Savings,455730.54
2200,697,Savings,429270.53
2201,1784,Savings,309571.95
2202,4147,Current,145990.54
2203,2631,Savings,56895.24
2204,1688,Savings,12440.2
2205,2040,Current,476390.01
2206,2159,Current,215498.81
2207,4040,Savings,128794.8
2208,4254,Current,385203.42
2209,2826,Savings,413361.79
2210,4063,Current,174029.47
2211,1258,Current,354035.63
2212,3763,Savings,113820.73
2213,3092,Savings,59718.28
2214,214,Savings,331406.37
2215,4128,Savings,47318.18
2216,450,Current,385501.07
2217,3601,Savings,477099.07
2218,4697,Current,429997.11
2219,1686,Savings,212838.25
2220,3782,Savings,7818.47
2221,4865,Current,201894.25
2222,4893,Current,199209.34
2223,4953,Savings,430787.11
2224,1122,Savings,109881.82
2225,3779,Savings,15609.81
2226,886,Current,261934.56
2227,73,Savings,290418.89
2228,539,Current,328326.22
2229,4583,Current,99752.46
2230,1496,Savings,149824
2231,251,Current,169484.97
2232,4379,Current,147283.14
2233,4438,Savings,311902.56
2234,1402,Savings,234592.03
2235,4914,Savings,420524.07
2236,4038,Savings,71928.18
2237,2663,Savings,343262.47
2238,4509,Current,371604.57
2239,2917,Current,499469.14
2240,923,Savings,310482.86
2241,937,Current,391079.78
2242,1760,Current,260170.74
2243,1353,Savings,214754.41
2244,4446,Savings,274354.26
2245,4007,Savings,198793.25
2246,4609,Savings,73539.7
2247,1971,Savings,17238.24
2248,1929,Current,128412.74
2249,2983,Current,207234.31
2250,2241,Current,369289.08
2251,2178,Savings,197054.52
2252,4024,Savings,66004.44
2253,3280,Savings,53718.93
2254,2728,Current,445240.46
2255,4712,Current,240912.16
2256,306,Savings,130813.9
2257,4206,Current,3430.57
2258,848,Savings,374899.06
2259,2207,Current,399827.29
2260,3030,Current,89953.04
2261,924,Current,355958.3
2262,3107,Savings,37273.14
2263,4416,Current,60013.11
2264,2515,Current,458799.03
2265,1625,Current,38987.88
2266,4231,Savings,200434.65
2267,182,Current,171505.86
2268,2209,Current,485702.44
2269,2116,Savings,371017.73
2270,4103,Savings,190507.65
2271,2093,Savings,250416.1
2272,734,Current,403670.43
2273,1626,Current,438765.22
2274,2234,Current,141124.08
2275,2769,Current,337609.02
2276,3474,Savings,5424.49
2277,57,Savings,47265.2
2278,3389,Savings,76941.69
2279,1228,Savings,484368.38
2280,3084,Current,453641.45
2281,1030,Savings,326164.89
2282,3646,Savings,195898.85
2283,4345,Savings,268004.57
2284,454,Current,419028.32
2285,3695,Savings,489940.31
2286,4797,Savings,130060.24
2287,4953,Savings,203787.38
2288,2955,Savings,272254.3
2289,571,Savings,206519.77
2290,2127,Savings,121033.49
2291,4323,Current,281424.49
2292,1547,Current,406663.05
2293,278,Savings,345822.65
2294,1415,Current,464048.32
2295,2710,Current,438260.18
2296,1017,Current,405839.22
2297,4866,Current,128286.44
2298,3172,Current,288462.78
2299,2406,Savings,417818.12
2300,3900,Current,422525.68
2301,1069,Current,172054.68
2302,4101,Savings,483647.32
2303,920,Current,483454.94
2304,548,Current,103142.14
2305,2508,Current,290399.19
2306,2332,Current,292952.73
2307,1919,Current,337404.79
2308,3353,Savings,275850.6
2309,1330,Current,139970.45
2310,4214,Current,359497.52
2311,379,Savings,46158.22
2312,105,Current,278536.66
2313,848,Savings,341860.95
2314,2326,Current,224787.33
2315,614,Savings,21436.1
2316,2217,Current,280159.18
2317,737,Current,87691.38
2318,2009,Current,357102.87
2319,1227,Savings,320313.46
2320,3960,Savings,337576.96
2321,3866,Current,429863.19
2322,4030,Savings,330112.83
2323,396,Savings,207863.45
2324,2669,Current,137685.51
2325,3739,Current,48832.3
2326,679,Current,259308.62
2327,1065,Savings,418060.13
2328,3840,Savings,337892.75
2329,4275,Current,37419.18
2330,17,Current,364132.95
2331,990,Savings,494433.9
2332,977,Savings,151047.69
2333,3288,Current,128034.72
2334,670,Savings,499679.89
2335,4136,Savings,31114.97
2336,4724,Current,182257.19
2337,2486,Savings,365995.78
2338,2474,Current,107229.96
2339,4229,Current,485064.03
2340,1514,Savings,249023.8
2341,3956,Current,280224.36
2342,4060,Current,3361.2
2343,3841,Savings,316628.99
2344,2791,Savings,87118.35
2345,777,Savings,44186.54
2346,4546,Savings,275750.09
2347,1339,Savings,203683.29
2348,4684,Savings,307637.86
2349,3325,Current,364278.42
2350,1216,Current,180932.3
2351,1666,Savings,414643.43
2352,2958,Current,32525.48
2353,2519,Current,379232.34
2354,4339,Savings,487570.62
2355,10,Savings,95267.04
2356,3870,Savings,416151.34
2357,4864,Savings,224061.97
2358,2015,Current,260573.37
2359,498,Current,459605.4
2360,3561,Savings,82946.46
2361,4086,Savings,285748.87
2362,4218,Savings,137208.25
2363,2223,Savings,336520.88
2364,3566,Current,361545.64
2365,4431,Current,432750.7
2366,1442,Current,174458.97
2367,3890,Current,336925.62
2368,2204,Current,198088.83
2369,3618,Savings,214108.18
2370,3238,Current,338813.89
2371,736,Savings,251570.41
2372,3660,Current,249707.53
2373,4731,Current,2742.71
2374,331,Savings,154358.31
2375,1085,Savings,31444.05
2376,3584,Savings,199203.76
2377,1850,Savings,109136.61
2378,3187,Current,173311.32
2379,3042,Current,112117.6
2380,83,Savings,499548.26
2381,3781,Current,388004.19
2382,322,Current,114323.05
2383,709,Current,257955.28
2384,1202,Savings,136609.71
2385,3275,Current,184679.89
2386,1026,Current,354337.01
2387,1640,Current,380268.11
2388,4709,Savings,31862.54
2389,2935,Savings,200320.78
2390,3344,Savings,97867.15
2391,4036,Current,116043.53
2392,2113,Savings,75574.82
2393,2908,Current,80511.09
2394,4257,Savings,233211.18
2395,1795,Current,337410.53
2396,1526,Current,375706.69
2397,1704,Savings,18637.18
2398,1880,Current,412451.51
2399,436,Savings,272065.92
2400,4785,Current,72144.89
2401,1701,Current,467867.22
2402,279,Savings,371788.73
2403,92,Current,99559.33
2404,1911,Savings,341717.1
2405,4403,Savings,267154.21
2406,3008,Current,317674.05
2407,676,Savings,180663.64
2408,3989,Savings,135421.72
2409,1796,Current,51412.8
2410,4291,Current,376617.79
2411,932,Current,474789.3
2412,4681,Current,270636.53
2413,3164,Current,185395.02
2414,2921,Current,151923.42
2415,1181,Savings,184456.9
2416,4419,Savings,232320.15
2417,1289,Current,145393.46
2418,2648,Savings,356930.94
2419,3689,Savings,324198.79
2420,4936,Current,261674.98
2421,2971,Savings,132273.9
2422,1088,Savings,318193.96
2423,4688,Savings,111253.26
2424,3743,Current,456938.95
2425,4243,Savings,339182.05
2426,658,Current,12405.77
2427,1352,Savings,297337.59
2428,3065,Current,482012.04
2429,2973,Savings,340786.73
2430,245,Savings,166479.28
2431,3246,Current,217766.37
2432,4293,Current,319310.34
2433,302,Current,323469.95
2434,1829,Current,247611.94
2435,3859,Savings,435545.42
2436,4656,Current,124059.95
2437,4584,Current,362355.36
2438,730,Savings,116324.37
2439,2744,Savings,155899.35
2440,3848,Current,85279.27
2441,846,Current,176882.36
2442,3281,Savings,453864.62
2443,3619,Current,103743.22
2444,3397,Savings,298688.84
2445,2107,Current,458559.96
2446,2368,Savings,101330.24
2447,4612,Current,160872.16
2448,2343,Current,181784.63
2449,3015,Savings,38168.72
2450,477,Current,109383.01
2451,439,Savings,369427.09
2452,746,Savings,331431.11
2453,3832,Savings,190704.54
2454,3081,Savings,341765.25
2455,1375,Current,368179.36
2456,3779,Savings,360188.39
2457,1523,Savings,473589.73
2458,1676,Current,459143.97
2459,3703,Current,282575.85
2460,4903,Savings,213616.18
2461,3207,Savings,398677.19
2462,4754,Savings,17659.25
2463,86,Current,274809.05
2464,3530,Current,360278.74
2465,188,Current,104728.48
2466,1264,Current,155461.35
2467,3665,Savings,332572.31
2468,4212,Current,307404.82
2469,2289,Savings,242687.58
2470,3529,Savings,393659.12
2471,191,Savings,248328.77
2472,3399,Current,457730.49
2473,2997,Savings,8225.01
2474,2868,Current,407490.22
2475,2228,Current,218229.2
2476,4708,Current,128215.86
2477,4045,Savings,344644.41
2478,1916,Current,384288.64
2479,467,Current,66253.2
2480,4691,Savings,329931.27
2481,3187,Current,173040.49
2482,720,Savings,221808.53
2483,2482,Current,221828.77
2484,4862,Savings,488355.55
2485,2241,Savings,407828.82
2486,2907,Savings,303508.86
2487,3304,Current,309865.85
2488,4124,Savings,198140.61
2489,2650,Savings,75748.69
2490,370,Current,140928.97
2491,4983,Savings,133343.64
2492,1822,Current,387489.71
2493,1903,Current,126316.52
2494,3324,Current,89225.25
2495,919,Savings,410303.62
2496,2914,Current,17064.61
2497,1927,Current,32685.36
2498,4269,Savings,105578.9
2499,2543,Current,311326.99
2500,3128,Current,1345.19
2501,2455,Savings,106756.84
2502,3297,Current,221206.76
2503,3765,Current,367593
2504,4775,Savings,328879.64
2505,672,Current,41450.83
2506,1454,Savings,406432.35
2507,363,Savings,363785.25
2508,3319,Current,489538.17
2509,4516,Current,355370.16
2510,575,Savings,22160.17
2511,2480,Savings,157614.13
2512,4934,Savings,108213.79
2513,3055,Savings,422701.12
2514,3408,Current,1633.46
2515,1831,Current,158511.06
2516,3,Savings,84507.79
2517,2775,Current,97318.41
2518,4249,Savings,53858.08
2519,256,Savings,92995.37
2520,2411,Current,428219.16
2521,776,Savings,455699.1
2522,4579,Savings,192998.69
2523,743,Current,304185.15
2524,4739,Savings,95656.69
2525,3287,Current,19054.84
2526,2919,Current,61286.26
2527,778,Savings,416823.78
2528,4722,Current,266595.14
2529,668,Current,397681.73
2530,4035,Savings,242030.56
2531,4394,Savings,321363.19
2532,5000,Savings,299125.38
2533,1672,Savings,375855.57
2534,4576,Current,9619.02
2535,831,Current,42780.95
2536,4842,Savings,104560.32
2537,1151,Savings,381440.68
2538,2290,Current,82433.5
2539,1105,Savings,281706.26
2540,2173,Savings,333196.93
2541,1747,Current,436518.27
2542,599,Current,248517.33
2543,4278,Current,193293.07
2544,3678,Current,270909.75
2545,3184,Current,54002.18
2546,1486,Current,394707.62
2547,1076,Savings,325183.6
2548,488,Current,296362.59
2549,3036,Savings,215233.79
2550,4018,Savings,84841.15
2551,966,Current,24985.08
2552,520,Savings,449709.48
2553,1080,Savings,437526
2554,4987,Savings,98637.86
2555,1492,Current,179231.44
2556,4162,Current,290823.77
2557,1112,Savings,215166.33
2558,1235,Savings,58396.03
2559,2331,Current,300416.42
2560,4547,Savings,423063.41
2561,4774,Current,316999.66
2562,4676,Current,430228.8
2563,397,Current,180295.79
2564,2817,Savings,45437.81
2565,1155,Savings,421431.66
2566,3459,Savings,259914.51
2567,3318,Current,388211.06
2568,4562,Savings,127333.12
2569,3335,Savings,438344.95
2570,618,Current,453611.32
2571,2103,Savings,402416.73
2572,4521,Savings,137314.39
2573,4620,Current,132542.43
2574,4637,Current,15888.72
2575,3310,Savings,295720.66
2576,2724,Savings,207571.48
2577,1079,Current,131875.58
2578,3264,Current,297466.39
2579,1806,Current,286177.8
2580,333,Current,129687.9
2581,4984,Current,40008.84
2582,1173,Savings,145887.58
2583,2942,Current,465026.44
2584,3630,Current,90391.65
2585,1561,Current,227615.54
2586,3200,Savings,439190.48
2587,2830,Savings,23403.22
2588,3201,Current,248189.16
2589,4297,Current,62607.93
2590,2405,Current,445178.37
2591,2623,Savings,68240.59
2592,3174,Savings,304766.41
2593,3654,Current,43316.37
2594,3197,Current,69415.67
2595,4425,Current,218257.74
2596,1554,Current,298785.29
2597,1045,Current,404148.93
2598,3277,Current,242075.31
2599,377,Savings,198521.18
2600,3101,Savings,419754.38
2601,4023,Current,23357.8
2602,516,Current,411108.06
2603,4074,Savings,103934.59
2604,1209,Current,74831.6
2605,1469,Savings,170761.18
2606,2799,Current,415740.02
2607,6,Current,372817.3
2608,4281,Current,300501.51
2609,513,Current,90696.65
2610,2966,Savings,170400.12
2611,1231,Savings,313342.78
2612,1866,Current,100409.83
2613,719,Savings,359777.02
2614,4220,Current,186361.96
2615,3390,Savings,165364.18
2616,1884,Current,332276.94
2617,1985,Savings,64310.81
2618,1013,Savings,302661.25
2619,1204,Current,458292.17
2620,1854,Savings,396622.36
2621,2271,Savings,141237.67
2622,254,Current,256484.86
2623,2173,Savings,340776.05
2624,3815,Current,296278.7
2625,4457,Savings,344898.18
2626,2489,Savings,378406.15
2627,792,Savings,214114.96
2628,4350,Savings,114814.92
2629,1778,Current,311731.7
2630,4636,Savings,251621.88
2631,127,Savings,402205.21
2632,4644,Current,76151.3
2633,2546,Savings,486738.62
2634,2817,Current,260139.83
2635,3566,Savings,339962.06
2636,2963,Current,226377.6
2637,2313,Current,433554.05
2638,3417,Savings,383855.05
2639,2462,Savings,98515.42
2640,4047,Savings,157969.04
2641,2421,Savings,65002.5
2642,2638,Savings,164140.86
2643,554,Current,485028.63
2644,4564,Savings,277215.76
2645,2713,Savings,492467.53
2646,2063,Current,183396.16
2647,4539,Savings,255881.42
2648,3865,Savings,4550.56
2649,2147,Current,198958.34
2650,3565,Current,457625.77
2651,363,Savings,270627.48
2652,4057,Current,161155.5
2653,4101,Current,40436.18
2654,1060,Savings,313258.62
2655,2568,Savings,37055.35
2656,1763,Current,278167.22
2657,4950,Savings,52258.75
2658,1117,Current,65068.9
2659,283,Current,420857.12
2660,674,Current,395385.78
2661,2158,Savings,2892.53
2662,998,Savings,402829.43
2663,669,Current,461065.76
2664,2913,Savings,295849.64
2665,4895,Current,465755.46
2666,2888,Current,156632.36
2667,1678,Savings,35494.64
2668,3923,Savings,405576.26
2669,2969,Savings,114313.72
2670,1991,Current,392960.01
2671,3694,Savings,311488.4
2672,3829,Savings,47025.21
2673,375,Savings,396119.9
2674,2479,Savings,147951.91
2675,4914,Current,182783.99
2676,4447,Current,407047.75
2677,3387,Savings,367097.2
2678,4289,Savings,419096.9
2679,3901,Current,27789.99
2680,1072,Savings,183811.66
2681,4840,Savings,250071.39
2682,2091,Savings,228715.92
2683,1799,Savings,246031.06
2684,2364,Savings,476336.47
2685,1726,Savings,59644.93
2686,1372,Savings,115326.78
2687,4933,Current,132755.29
2688,336,Current,7876.26
2689,3691,Savings,343195.4
2690,2558,Savings,398980.35
2691,4552,Current,155517.32
2692,3864,Current,128663.32
2693,3761,Savings,111368.85
2694,3154,Current,429954.52
2695,2894,Current,7248.34
2696,3681,Current,481215.16
2697,1141,Savings,427548.85
2698,4503,Savings,60952.96
2699,1483,Savings,61340.2
2700,1742,Current,432740.63
2701,4401,Savings,240899.92
2702,2143,Current,67697.99
2703,2142,Savings,299749.68
2704,1619,Savings,453248.86
2705,2951,Current,285390.19
2706,301,Current,201042.45
2707,3253,Savings,443834.71
2708,4449,Current,494280
2709,775,Savings,101989.9
2710,2168,Savings,499242.16
2711,4269,Current,289560.74
2712,4608,Savings,57120.11
2713,4267,Current,490742.02
2714,3548,Current,49940.92
2715,2142,Savings,60057.5
2716,3186,Savings,234373.59
2717,724,Current,378813.95
2718,156,Current,279996.48
2719,1848,Current,126957.72
2720,4334,Savings,42498.56
2721,3366,Current,290112.72
2722,2961,Current,286785.36
2723,2114,Savings,37552.5
2724,2022,Current,287330.34
2725,1617,Savings,105078.32
2726,3360,Savings,454885.39
2727,3227,Current,288524.08
2728,1453,Current,200474.8
2729,3504,Current,238644.23
2730,3000,Savings,181079.14
2731,4580,Current,36879.4
2732,2529,Savings,243277.61
2733,4880,Savings,292827.28
2734,1803,Savings,480006.62
2735,4460,Current,90398.94
2736,4026,Savings,96802.32
2737,4980,Savings,340108.85
2738,4015,Current,58375.76
2739,226,Savings,47894.45
2740,672,Savings,305284.99
2741,2739,Current,263319.22
2742,2,Current,142246.37
2743,1629,Current,485938.22
2744,4092,Savings,379312.2
2745,2143,Savings,44428.42
2746,4298,Current,49527.15
2747,3150,Current,412933.75
2748,4962,Savings,156621.22
2749,4939,Savings,171970.9
2750,3943,Savings,265627.47
2751,220,Current,227640.5
2752,4689,Current,231433.18
2753,1894,Current,226593.21
2754,300,Current,59967.56
2755,1485,Savings,229576.55
2756,3542,Current,112636.77
2757,1421,Savings,182552.88
2758,3170,Current,490476.98
2759,2187,Current,310604.49
2760,3842,Savings,332621.95
2761,2983,Current,457587.71
2762,3637,Savings,79320.94
2763,4006,Current,4549.39
2764,948,Current,154818.98
2765,786,Current,338287.76
2766,1685,Savings,365348.57
2767,3390,Savings,408760.99
2768,4803,Current,254480.24
2769,3329,Current,377408.04
2770,287,Current,337101.58
2771,3886,Savings,470940.2
2772,4104,Current,493168.73
2773,3923,Current,414809.37
2774,1594,Current,137629.52
2775,4065,Savings,84939.9
2776,1645,Savings,245511.11
2777,4037,Current,442625.39
2778,2873,Current,404429.16
2779,2162,Current,259603.05
2780,3173,Current,309891.23
2781,4779,Current,486251.03
2782,642,Current,177438.03
2783,1955,Current,426980.72
2784,2071,Current,324239.47
2785,1063,Current,12735.43
2786,2987,Savings,221899.09
2787,1390,Savings,280019.94
2788,2236,Current,158095.47
2789,1860,Current,167050.31
2790,222,Savings,221022.21
2791,2863,Current,277428.86
2792,267,Current,262963.56
2793,3069,Savings,266515.78
2794,1628,Current,462531.52
2795,4755,Savings,94078.31
2796,4974,Savings,124589.65
2797,4923,Current,152168.99
2798,4300,Savings,348617.09
2799,2267,Savings,237884.57
2800,3757,Savings,28625.92
2801,2252,Savings,176522.32
2802,3165,Savings,89162.28
2803,2110,Savings,157798.81
2804,376,Savings,204398.04
2805,4232,Savings,434805.3
2806,3703,Current,103781.75
2807,2387,Current,234172.27
2808,3499,Current,346136.81
2809,3229,Current,373037.93
2810,2029,Savings,425531.51
2811,1119,Current,99086.44
2812,4673,Current,132963.7
2813,2750,Savings,391497.23
2814,4716,Current,409262.72
2815,572,Savings,438685.76
2816,174,Savings,314514.37
2817,3574,Savings,241986.43
2818,4369,Savings,341348.72
2819,4886,Current,58377.36
2820,2450,Current,296357.65
2821,3781,Current,283324.95
2822,3845,Savings,259666.45
2823,1934,Savings,214130.98
2824,2160,Current,108266.47
2825,2634,Current,431243.3
2826,3041,Current,353201.44
2827,3876,Savings,427651.49
2828,188,Current,334672.04
2829,1503,Current,16820.46
2830,3829,Savings,363373.38
2831,4325,Current,167725.95
2832,3854,Savings,240961.8
2833,4439,Savings,470778.39
2834,4913,Savings,120338.55
2835,3270,Savings,431484.99
2836,4670,Savings,64560.62
2837,4031,Current,127523.25
2838,4901,Current,480016.78
2839,840,Savings,454704.12
2840,2036,Current,206201.74
2841,4101,Current,5481.8
2842,4138,Savings,245150.13
2843,542,Savings,314356.28
2844,3314,Current,60433.67
2845,246,Current,134396.74
2846,4063,Savings,482843.35
2847,4324,Savings,380914.57
2848,2469,Current,265923.13
2849,2203,Savings,402959.78
2850,1868,Current,259254.76
2851,2878,Current,107320.3
2852,2692,Current,345359.86
2853,60,Current,438942.82
2854,1060,Current,93166.69
2855,474,Savings,95381.96
2856,3701,Savings,396138.48
2857,3195,Current,123606.54
2858,678,Current,246731.5
2859,4254,Current,373310.21
2860,4118,Current,474134.5
2861,2189,Savings,275862.12
2862,4691,Current,498261.24
2863,4814,Savings,12953.54
2864,1526,Savings,231122.65
2865,3046,Current,3534.36
2866,2804,Savings,212239.44
2867,444,Savings,371865.37
2868,1303,Savings,416869.11
2869,310,Savings,303918.8
2870,4900,Current,191167.6
2871,1794,Savings,479737.98
2872,1353,Savings,179750.01
2873,3274,Current,133103.86
2874,27,Savings,15646.45
2875,4893,Savings,401819.7
2876,2255,Savings,402350.97
2877,3793,Savings,462271.33
2878,211,Savings,73838.78
2879,4992,Current,108285.92
2880,4575,Current,3185.2
2881,2394,Savings,101038.48
2882,4356,Savings,350191.87
2883,3150,Savings,404066.12
2884,455,Current,264644.41
2885,1020,Savings,283741.11
2886,459,Current,149363.54
2887,2359,Current,109539.75
2888,4229,Current,222289.04
2889,3977,Current,442603.21
2890,4808,Savings,136176.73
2891,2700,Current,119114.38
2892,860,Current,429152.63
2893,4390,Savings,243523.74
2894,1539,Savings,218858.8
2895,2249,Savings,293853.89
2896,807,Current,93148.29
2897,2969,Current,323614.12
2898,3431,Savings,168935.2
2899,2773,Savings,122595.5
2900,4205,Savings,288018.57
2901,2690,Current,131639.09
2902,4111,Current,194452.63
2903,2774,Savings,412454.03
2904,2410,Current,293016.6
2905,944,Current,368810.01
2906,4182,Savings,327549.13
2907,2361,Current,356210.85
2908,337,Savings,458807.57
2909,220,Current,466455.48
2910,3384,Current,173988.21
2911,2887,Savings,184765.38
2912,2725,Savings,429542.64
2913,4160,Savings,332359.54
2914,3659,Current,388206.12
2915,2458,Current,384051.94
2916,3703,Current,466952.1
2917,2225,Current,287637.53
2918,1474,Current,142652.05
2919,963,Savings,109195.73
2920,3665,Savings,425911.42
2921,4808,Savings,241781.22
2922,3850,Savings,9496.41
2923,509,Current,437208.75
2924,2984,Current,274162.17
2925,2544,Current,231460.72
2926,2173,Savings,218752.07
2927,1087,Savings,339194.46
2928,2793,Current,329836.52
2929,4003,Savings,77864.97
2930,2983,Savings,172409.53
2931,245,Savings,388485.09
2932,3531,Current,132490.19
2933,171,Current,151261.79
2934,1269,Savings,245918.71
2935,3955,Current,180862.99
2936,515,Current,408700.89
2937,928,Savings,138876.21
2938,4067,Savings,28885.2
2939,2318,Current,168858.6
2940,1972,Current,177242.91
2941,2755,Current,461892.41
2942,1535,Savings,212557.37
2943,4574,Savings,102565.13
2944,3963,Current,207965.86
2945,443,Current,379555.17
2946,2471,Savings,15954.68
2947,3420,Savings,147557.85
2948,651,Current,45308.42
2949,2701,Current,280018.56
2950,1300,Savings,313247.87
2951,4744,Current,291952.4
2952,1828,Current,278438.02
2953,379,Savings,435299.89
2954,3443,Savings,262232.57
2955,4241,Current,323468.66
2956,201,Savings,17672.55
2957,3046,Savings,299011.41
2958,761,Savings,185342.6
2959,1677,Savings,22811.53
2960,3326,Current,25195.31
2961,1556,Savings,354099.81
2962,4675,Current,122253.89
2963,4813,Savings,93285.54
2964,20,Savings,272128.26
2965,3667,Savings,471874.85
2966,515,Savings,264578.46
2967,2322,Current,260346.83
2968,3377,Current,216706.18
2969,2036,Current,440458.35
2970,1107,Savings,272295.13
2971,2450,Savings,93611.5
2972,1527,Current,218047.44
2973,3939,Current,75300.75
2974,3384,Current,138132.13
2975,246,Current,232086.91
2976,4578,Savings,383481.45
2977,1364,Current,300036.22
2978,3557,Current,120569.32
2979,4866,Current,259623.3
2980,4503,Current,222369.78
2981,2477,Current,305082.58
2982,1383,Current,194697.01
2983,3653,Savings,153671.74
2984,2108,Current,407908.28
2985,1780,Current,125411.37
2986,2680,Current,404235.03
2987,3305,Current,327143.65
2988,1606,Current,6108.22
2989,1251,Current,396327.14
2990,4779,Savings,423598.39
2991,4632,Current,134866.22
2992,4827,Current,195845.96
2993,4255,Savings,479409.67
2994,998,Savings,420051.31
2995,4724,Savings,122253.62
2996,1118,Current,192470.63
2997,4020,Savings,93683.67
2998,430,Savings,234387.49
2999,1888,Current,353794.28
3000,2211,Savings,490642.98
3001,527,Savings,257825.89
3002,4030,Current,353715.2
3003,4267,Current,248390.42
3004,2004,Savings,464192.91
3005,2701,Current,292476.71
3006,2667,Current,331633.58
3007,3047,Current,251705.43
3008,4601,Savings,28001.75
3009,2889,Current,34484.82
3010,1080,Current,318963.47
3011,3924,Current,131308
3012,2093,Current,108202.93
3013,3394,Savings,83638.8
3014,299,Current,206132.34
3015,2092,Current,178210.7
3016,2059,Current,89608.23
3017,504,Current,76311.84
3018,4179,Current,222095.33
3019,3735,Savings,432863.98
3020,1125,Savings,125530.59
3021,679,Savings,286252.93
3022,4323,Current,335664.26
3023,178,Current,205015.11
3024,830,Savings,112675.25
3025,4484,Current,25781.38
3026,718,Current,494456.57
3027,1521,Savings,355076.65
3028,4102,Current,449622.35
3029,3365,Savings,93897.22
3030,4014,Savings,389928.3
3031,1056,Savings,103023.16
3032,785,Savings,201703.65
3033,4141,Savings,368602.6
3034,4023,Savings,20042
3035,1238,Savings,301966.29
3036,4332,Current,175436.29
